idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
28,08/03/1996,Rio de Janeiro,7262.9,Ensino Médio,3,Casado,Tecnologia
31,05/11/1992,Bahia,3012.95,Ensino Médio,1,Viúvo,Indústria
20,02/06/2003,Sergipe,2965.9,Ensino Fundamental,1,Casado,Saúde
39,22/07/1984,Alagoas,11004.36,Ensino Superior,0,Casado,Comércio
55,09/06/1968,Amapá,5891.36,Ensino Superior,2,Solteiro,Indústria
38,07/07/1985,Paraná,7711.48,Ensino Médio,1,Casado,Tecnologia
60,19/07/1963,Tocantins,9138.6,Ensino Médio,0,Casado,Comércio
52,25/02/1972,Goiás,5681.53,Ensino Médio,1,Solteiro,Tecnologia
26,15/06/1997,Paraná,3733.03,Ensino Fundamental,0,Casado,Indústria
53,01/02/1971,Distrito Federal,11137.69,Ensino Superior,2,Divorciado,Indústria
38,21/01/1986,Sergipe,4917.67,Ensino Médio,0,Casado,Educação
58,09/12/1965,Santa Catarina,4334.95,Ensino Médio,0,Solteiro,Indústria
65,27/01/1959,Pará,6409.57,Ensino Médio,1,Solteiro,Educação
39,18/09/1984,Espírito Santo,8310.81,Ensino Médio,1,Casado,Saúde
41,26/08/1982,Acre,3101.29,Ensino Médio,0,Casado,Educação
29,20/04/1994,Acre,8552.06,Ensino Superior,3,Casado,Indústria
34,22/07/1989,Tocantins,4577.43,Ensino Médio,2,Solteiro,Comércio
45,10/03/1979,Tocantins,10406.82,Ensino Médio,0,Solteiro,Indústria
20,09/01/2004,Santa Catarina,6161.88,Ensino Médio,0,Solteiro,Indústria
46,06/11/1977,Rio de Janeiro,6169.76,Ensino Médio,1,Casado,Comércio
39,30/10/1984,Paraíba,4608.96,Ensino Médio,1,Solteiro,Comércio
31,20/12/1992,Acre,6552.08,Ensino Médio,0,Casado,Tecnologia
57,18/07/1966,Piauí,9846.48,Ensino Superior,0,Casado,Tecnologia
41,03/01/1983,Rio de Janeiro,3713.02,Ensino Fundamental,1,Casado,Tecnologia
59,08/01/1965,Paraíba,8031.52,Ensino Médio,2,Solteiro,Educação
49,13/02/1975,Acre,14798.81,Ensino Superior,1,Casado,Educação
28,12/01/1996,Mato Grosso,4704.81,Ensino Médio,0,Casado,Comércio
60,03/04/1964,Pernambuco,7487.73,Ensino Médio,0,Solteiro,Comércio
19,04/12/2004,Bahia,8507.38,Ensino Superior,0,Casado,Comércio
52,01/07/1971,Amapá,3652.62,Ensino Médio,0,Casado,Comércio
31,19/11/1992,Distrito Federal,6488.67,Ensino Médio,0,Casado,Educação
29,21/05/1994,Paraná,17278.23,Pós-graduação,1,Casado,Tecnologia
28,17/04/1995,Alagoas,10707.11,Ensino Superior,0,Casado,Tecnologia
30,17/08/1993,Rio Grande do Norte,15251.51,Pós-graduação,2,Solteiro,Tecnologia
53,09/06/1970,Rio Grande do Sul,7706.09,Ensino Médio,3,Solteiro,Educação
61,14/12/1962,Amapá,6025.62,Ensino Superior,0,Casado,Comércio
56,07/10/1967,Rio de Janeiro,5289.55,Ensino Médio,2,Divorciado,Comércio
47,24/02/1977,Rio Grande do Sul,3948.52,Ensino Fundamental,3,Casado,Indústria
50,31/10/1973,Maranhão,8374.9,Ensino Médio,4,Solteiro,Tecnologia
25,11/11/1998,Sergipe,3642.26,Ensino Médio,2,Solteiro,Tecnologia
39,31/03/1985,Rondônia,7306.41,Ensino Médio,0,Casado,Saúde
56,15/02/1968,Amazonas,6771.35,Ensino Fundamental,1,Solteiro,Tecnologia
38,21/11/1985,Amapá,5322.53,Ensino Médio,0,Casado,Educação
59,21/02/1965,Mato Grosso,8332.67,Ensino Médio,5,Casado,Saúde
22,09/01/2002,Pernambuco,2329.54,Ensino Médio,0,Casado,Comércio
26,16/06/1997,Paraíba,7551.23,Ensino Superior,0,Casado,Tecnologia
28,27/02/1996,Pará,4510.77,Ensino Médio,0,Solteiro,Saúde
40,12/11/1983,Piauí,4682.45,Ensino Médio,0,Casado,Indústria
37,18/11/1986,Distrito Federal,11206.14,Pós-graduação,0,Casado,Indústria
54,25/06/1969,Rio Grande do Norte,5149.81,Ensino Médio,5,Casado,Indústria
24,17/01/2000,Pará,1699.71,Ensino Fundamental,3,Solteiro,Educação
50,22/07/1973,Pernambuco,3546.63,Ensino Fundamental,0,Casado,Saúde
42,04/03/1982,Bahia,5352.54,Ensino Médio,0,Solteiro,Educação
61,21/09/1962,Pernambuco,9264.12,Ensino Superior,1,Casado,Indústria
48,07/06/1975,Santa Catarina,4572.31,Ensino Médio,1,Casado,Saúde
27,02/01/1997,Rio Grande do Sul,6442.07,Ensino Médio,3,Casado,Educação
49,28/02/1975,Ceará,2665.19,Ensino Médio,1,Casado,Educação
25,28/11/1998,Roraima,6782.12,Ensino Médio,3,Casado,Indústria
24,11/06/1999,Ceará,8770.2,Pós-graduação,0,Casado,Saúde
38,04/07/1985,Paraná,9928.24,Ensino Médio,1,Casado,Indústria
56,15/09/1967,Tocantins,20573.09,Pós-graduação,0,Casado,Saúde
24,30/01/2000,Pernambuco,4592.41,Ensino Fundamental,1,Casado,Saúde
61,30/10/1962,Distrito Federal,5472.65,Ensino Fundamental,2,Solteiro,Saúde
50,21/01/1974,Mato Grosso do Sul,8582.07,Ensino Médio,0,Casado,Comércio
29,14/09/1994,Tocantins,6974.89,Ensino Superior,1,Divorciado,Tecnologia
27,05/09/1996,Ceará,5559.84,Ensino Médio,1,Casado,Saúde
23,09/11/2000,Rio de Janeiro,3181.29,Ensino Fundamental,0,Solteiro,Educação
20,27/03/2004,Bahia,2638.76,Ensino Fundamental,2,Casado,Saúde
62,07/02/1962,Pernambuco,7746.03,Ensino Fundamental,0,Casado,Saúde
22,27/12/2001,Santa Catarina,6776.1,Ensino Médio,0,Solteiro,Indústria
32,17/09/1991,Amazonas,8402.22,Ensino Médio,3,Solteiro,Tecnologia
21,15/10/2002,Rio Grande do Sul,3661.8,Ensino Médio,0,Casado,Educação
33,19/02/1991,Ceará,4564.33,Ensino Médio,0,Casado,Tecnologia
61,24/05/1962,Paraíba,13428.98,Ensino Superior,3,Casado,Saúde
73,06/04/1951,Santa Catarina,2478.42,Ensino Médio,1,Casado,Educação
59,21/08/1964,Ceará,16369.6,Ensino Superior,2,Casado,Saúde
43,08/03/1981,Rio de Janeiro,11098.03,Ensino Médio,0,Solteiro,Indústria
36,31/05/1987,Rio de Janeiro,9532.45,Ensino Médio,2,Solteiro,Saúde
28,28/10/1995,Rondônia,11477.09,Pós-graduação,1,Divorciado,Indústria
25,21/05/1998,Piauí,8443.1,Ensino Superior,0,Solteiro,Indústria
18,04/06/2005,Distrito Federal,2225.73,Ensino Médio,2,Solteiro,Educação
46,19/01/1978,Roraima,6293.53,Ensino Médio,0,Casado,Educação
84,22/01/1940,Goiás,6353.0,Ensino Médio,0,Solteiro,Indústria
40,24/11/1983,Paraná,8390.12,Ensino Médio,2,Casado,Saúde
65,28/08/1958,Roraima,20128.96,Ensino Superior,0,Casado,Tecnologia
43,05/04/1981,Goiás,5057.53,Ensino Superior,1,Casado,Educação
51,07/06/1972,Roraima,4157.85,Ensino Fundamental,1,Casado,Saúde
58,01/11/1965,Roraima,13168.48,Ensino Superior,2,Casado,Comércio
23,04/09/2000,São Paulo,4803.88,Ensino Médio,2,Solteiro,Indústria
65,25/01/1959,São Paulo,5929.53,Ensino Médio,1,Divorciado,Indústria
33,09/06/1990,Amazonas,6287.92,Ensino Médio,1,Casado,Educação
29,19/05/1994,Sergipe,6518.2,Ensino Superior,1,Casado,Educação
55,17/02/1969,Amapá,4789.52,Ensino Médio,0,Solteiro,Educação
29,24/03/1995,Acre,3365.28,Ensino Médio,4,Divorciado,Indústria
47,04/06/1976,Amazonas,7865.11,Ensino Fundamental,2,Casado,Saúde
47,17/04/1976,Pará,3839.44,Ensino Fundamental,2,Casado,Tecnologia
28,13/07/1995,Acre,5260.01,Ensino Médio,3,Solteiro,Indústria
20,13/12/2003,Santa Catarina,6458.51,Ensino Médio,4,Solteiro,Saúde
28,16/11/1995,Mato Grosso,4302.47,Ensino Superior,1,Solteiro,Educação
18,23/01/2006,Rio Grande do Sul,6360.41,Ensino Médio,0,Solteiro,Saúde
32,18/05/1991,Paraná,4308.1,Ensino Médio,0,Solteiro,Comércio
54,05/07/1969,Alagoas,2509.0,Ensino Fundamental,2,Casado,Indústria
29,08/03/1995,Amazonas,10919.61,Pós-graduação,1,Casado,Educação
21,14/08/2002,Acre,8858.86,Ensino Superior,1,Solteiro,Saúde
37,04/04/1987,Distrito Federal,3264.77,Ensino Fundamental,2,Casado,Saúde
27,01/01/1997,Rio Grande do Sul,4774.63,Ensino Médio,0,Casado,Educação
18,15/04/2005,Rio Grande do Sul,5256.92,Ensino Superior,1,Casado,Tecnologia
30,25/02/1994,Amapá,3202.37,Ensino Fundamental,1,Casado,Comércio
52,03/06/1971,Amapá,12393.36,Pós-graduação,0,Casado,Indústria
31,14/05/1992,Espírito Santo,14895.12,Pós-graduação,0,Casado,Saúde
35,30/06/1988,São Paulo,6013.75,Ensino Superior,1,Solteiro,Saúde
26,18/04/1997,São Paulo,4461.69,Ensino Médio,3,Casado,Saúde
29,15/10/1994,Maranhão,14225.63,Ensino Superior,2,Solteiro,Tecnologia
34,27/02/1990,Goiás,13518.85,Ensino Superior,0,Casado,Tecnologia
50,25/06/1973,Roraima,11663.48,Ensino Médio,0,Divorciado,Saúde
63,27/02/1961,Mato Grosso,9180.91,Ensino Superior,1,Casado,Comércio
49,07/07/1974,Roraima,5672.47,Ensino Fundamental,1,Casado,Saúde
45,18/08/1978,Pernambuco,13028.42,Pós-graduação,1,Casado,Tecnologia
35,11/10/1988,Pernambuco,10157.92,Ensino Superior,2,Solteiro,Comércio
31,17/03/1993,Mato Grosso,6727.96,Ensino Médio,1,Casado,Educação
54,28/10/1969,Espírito Santo,9522.1,Ensino Médio,0,Casado,Educação
60,26/03/1964,Sergipe,4055.15,Ensino Fundamental,1,Casado,Indústria
22,11/06/2001,Santa Catarina,3678.46,Ensino Fundamental,1,Casado,Tecnologia
49,18/04/1974,Rio de Janeiro,9211.41,Ensino Médio,3,Casado,Educação
65,27/05/1958,Rio Grande do Sul,29736.68,Pós-graduação,1,Solteiro,Saúde
24,14/01/2000,Piauí,2835.01,Ensino Fundamental,0,Casado,Educação
38,24/10/1985,Pará,10823.08,Ensino Superior,2,Divorciado,Comércio
29,16/03/1995,Amapá,2667.33,Ensino Médio,0,Casado,Educação
46,25/09/1977,Santa Catarina,9462.19,Ensino Médio,0,Solteiro,Indústria
41,11/02/1983,Pará,8740.2,Ensino Superior,1,Solteiro,Indústria
40,25/01/1984,São Paulo,9591.51,Ensino Médio,3,Solteiro,Tecnologia
36,01/10/1987,Santa Catarina,3486.67,Ensino Médio,4,Viúvo,Comércio
41,11/08/1982,Pará,5647.63,Ensino Fundamental,1,Casado,Indústria
35,18/07/1988,Pernambuco,5964.05,Ensino Médio,2,Divorciado,Educação
56,24/07/1967,Acre,7259.2,Ensino Médio,1,Casado,Educação
39,24/01/1985,Rio Grande do Norte,6845.93,Ensino Médio,1,Casado,Educação
23,08/02/2001,Alagoas,6228.17,Ensino Médio,3,Casado,Tecnologia
37,07/05/1986,Distrito Federal,6832.9,Ensino Médio,1,Divorciado,Comércio
21,13/01/2003,Mato Grosso,7121.37,Ensino Médio,1,Solteiro,Saúde
51,28/07/1972,São Paulo,20599.61,Pós-graduação,0,Solteiro,Educação
42,04/03/1982,Rio Grande do Sul,8788.96,Ensino Superior,2,Casado,Indústria
26,22/04/1997,Rio de Janeiro,4106.96,Ensino Fundamental,2,Casado,Educação
46,29/08/1977,Acre,13527.84,Ensino Médio,1,Casado,Tecnologia
65,21/02/1959,Mato Grosso,7969.96,Ensino Superior,0,Casado,Comércio
53,23/02/1971,Rio de Janeiro,10660.54,Ensino Médio,0,Solteiro,Comércio
34,08/02/1990,Amazonas,5796.28,Ensino Superior,0,Casado,Comércio
21,24/10/2002,Maranhão,9109.05,Ensino Superior,0,Casado,Comércio
26,29/05/1997,Pará,4761.45,Ensino Médio,0,Divorciado,Indústria
61,17/05/1962,Paraná,7838.4,Ensino Médio,0,Solteiro,Tecnologia
52,02/02/1972,Goiás,4415.32,Ensino Médio,0,Casado,Indústria
21,12/10/2002,Rio de Janeiro,7809.18,Ensino Superior,2,Solteiro,Tecnologia
22,22/02/2002,Santa Catarina,2002.91,Ensino Fundamental,0,Casado,Indústria
26,09/03/1998,Sergipe,6528.34,Ensino Superior,3,Casado,Tecnologia
48,23/04/1975,Mato Grosso,6144.29,Ensino Fundamental,1,Casado,Saúde
58,10/03/1966,Acre,7742.85,Ensino Médio,0,Casado,Tecnologia
21,22/11/2002,Ceará,3370.24,Ensino Médio,2,Solteiro,Saúde
39,29/12/1984,Roraima,4125.16,Ensino Médio,3,Casado,Tecnologia
57,23/11/1966,Pernambuco,2094.47,Ensino Fundamental,2,Casado,Comércio
27,08/07/1996,Santa Catarina,7259.8,Ensino Médio,5,Casado,Saúde
38,25/08/1985,Roraima,12293.36,Ensino Superior,1,Casado,Educação
36,19/10/1987,Rio Grande do Norte,3832.99,Ensino Fundamental,0,Casado,Educação
29,28/06/1994,Paraná,8676.56,Ensino Superior,1,Divorciado,Educação
37,28/10/1986,Sergipe,3465.56,Ensino Médio,0,Divorciado,Educação
26,12/05/1997,Acre,7400.8,Ensino Médio,0,Solteiro,Saúde
47,04/09/1976,Pernambuco,5466.29,Ensino Superior,4,Solteiro,Indústria
58,17/09/1965,Santa Catarina,5289.17,Ensino Médio,3,Casado,Tecnologia
64,13/04/1959,Piauí,17690.77,Ensino Superior,0,Casado,Comércio
43,03/02/1981,Mato Grosso do Sul,4716.08,Ensino Fundamental,1,Solteiro,Tecnologia
49,09/03/1975,Amapá,17255.9,Ensino Superior,0,Casado,Tecnologia
18,18/01/2006,Pernambuco,5754.58,Ensino Médio,0,Casado,Saúde
68,02/06/1955,Rondônia,8394.02,Ensino Fundamental,3,Divorciado,Indústria
22,24/05/2001,Paraná,2292.8,Ensino Médio,3,Casado,Educação
21,01/04/2003,Amapá,3859.54,Ensino Médio,1,Solteiro,Educação
30,26/06/1993,Paraíba,2745.56,Ensino Fundamental,3,Solteiro,Indústria
40,19/11/1983,Piauí,3015.42,Ensino Médio,1,Solteiro,Educação
39,27/10/1984,Alagoas,8811.58,Ensino Médio,1,Solteiro,Educação
26,18/12/1997,Rondônia,3213.02,Ensino Fundamental,1,Casado,Indústria
20,17/12/2003,Ceará,1718.42,Ensino Fundamental,1,Divorciado,Saúde
30,02/04/1994,Bahia,2947.14,Ensino Fundamental,2,Divorciado,Indústria
44,17/02/1980,Amazonas,12246.87,Ensino Médio,2,Casado,Tecnologia
43,21/08/1980,Rio de Janeiro,7202.29,Ensino Médio,1,Solteiro,Saúde
18,30/12/2005,Acre,3804.62,Ensino Médio,0,Solteiro,Comércio
65,19/05/1958,Ceará,6830.72,Ensino Fundamental,1,Casado,Indústria
42,30/09/1981,Acre,8282.83,Ensino Médio,4,Casado,Indústria
19,28/12/2004,Alagoas,4457.05,Ensino Médio,0,Casado,Indústria
26,07/03/1998,Tocantins,5025.93,Ensino Médio,1,Casado,Educação
26,15/12/1997,São Paulo,9458.94,Ensino Superior,0,Casado,Saúde
58,12/01/1966,Minas Gerais,10182.95,Ensino Médio,0,Casado,Comércio
28,27/04/1995,Amapá,5455.16,Ensino Superior,0,Casado,Comércio
48,21/05/1975,São Paulo,9684.78,Ensino Médio,2,Casado,Tecnologia
39,19/01/1985,Pernambuco,4769.47,Ensino Fundamental,1,Solteiro,Indústria
44,31/12/1979,Paraíba,8085.81,Ensino Médio,0,Casado,Comércio
18,26/08/2005,Paraíba,7234.17,Pós-graduação,3,Casado,Saúde
56,16/05/1967,Minas Gerais,5218.74,Ensino Médio,0,Casado,Educação
19,19/08/2004,Minas Gerais,4624.31,Ensino Médio,2,Casado,Indústria
53,19/12/1970,Rio Grande do Sul,13519.36,Pós-graduação,0,Solteiro,Comércio
44,02/11/1979,Sergipe,17836.06,Ensino Superior,0,Casado,Tecnologia
68,13/08/1955,Mato Grosso,10462.57,Ensino Superior,3,Casado,Comércio
48,02/05/1975,Goiás,9538.57,Ensino Médio,3,Solteiro,Educação
22,28/02/2002,Amazonas,3526.71,Ensino Médio,0,Casado,Educação
52,21/03/1972,Minas Gerais,7688.8,Ensino Médio,0,Casado,Saúde
68,08/04/1956,Paraíba,8969.38,Ensino Médio,2,Casado,Saúde
41,28/09/1982,Pernambuco,3113.69,Ensino Fundamental,0,Casado,Saúde
49,20/12/1974,Pernambuco,9255.56,Ensino Médio,0,Solteiro,Comércio
41,27/02/1983,Rondônia,6760.9,Ensino Médio,0,Solteiro,Tecnologia
36,30/07/1987,Roraima,6929.86,Ensino Médio,2,Solteiro,Comércio
25,15/07/1998,São Paulo,2686.34,Ensino Fundamental,1,Casado,Indústria
49,19/06/1974,Mato Grosso,11730.25,Ensino Superior,2,Casado,Comércio
48,27/07/1975,Rio de Janeiro,10156.23,Ensino Médio,0,Casado,Tecnologia
24,27/12/1999,Rio de Janeiro,3622.48,Ensino Médio,0,Casado,Indústria
23,27/07/2000,Rio Grande do Sul,5610.51,Ensino Superior,0,Casado,Educação
37,18/01/1987,Sergipe,3395.73,Ensino Fundamental,2,Casado,Saúde
23,12/07/2000,Mato Grosso,6611.71,Ensino Médio,2,Divorciado,Indústria
20,13/02/2004,Paraíba,4450.38,Ensino Médio,1,Divorciado,Educação
48,30/08/1975,Acre,3474.43,Ensino Médio,1,Solteiro,Saúde
41,08/10/1982,Rio de Janeiro,12461.14,Ensino Superior,2,Casado,Comércio
50,14/08/1973,Espírito Santo,3789.63,Ensino Médio,3,Casado,Indústria
45,11/02/1979,Roraima,8879.05,Pós-graduação,1,Casado,Saúde
32,12/08/1991,Goiás,8690.51,Ensino Médio,0,Casado,Tecnologia
33,28/07/1990,Paraíba,4426.94,Ensino Superior,0,Viúvo,Comércio
34,27/02/1990,Distrito Federal,7191.64,Ensino Médio,1,Casado,Educação
63,20/03/1961,Maranhão,7674.47,Ensino Médio,2,Casado,Saúde
35,10/03/1989,Bahia,10592.44,Ensino Superior,0,Casado,Educação
56,03/03/1968,Amazonas,6704.45,Ensino Superior,0,Casado,Comércio
23,22/05/2000,Alagoas,3787.65,Ensino Médio,0,Divorciado,Tecnologia
26,22/02/1998,Rio Grande do Sul,4717.71,Ensino Médio,2,Casado,Indústria
29,04/11/1994,Bahia,6491.39,Ensino Médio,2,Casado,Comércio
30,28/04/1993,Maranhão,3497.17,Ensino Fundamental,2,Casado,Indústria
24,29/11/1999,Santa Catarina,4834.24,Ensino Médio,0,Solteiro,Educação
25,06/07/1998,Roraima,3715.86,Ensino Médio,2,Casado,Educação
41,23/07/1982,Amapá,6242.76,Ensino Médio,0,Viúvo,Saúde
60,28/02/1964,Rio Grande do Norte,12407.52,Ensino Superior,0,Solteiro,Indústria
45,30/10/1978,Roraima,6809.6,Ensino Fundamental,0,Casado,Indústria
38,20/02/1986,Espírito Santo,7705.8,Ensino Médio,3,Casado,Saúde
36,04/10/1987,Acre,7696.66,Ensino Médio,0,Casado,Indústria
47,11/09/1976,Alagoas,9152.96,Ensino Médio,4,Casado,Indústria
24,18/09/1999,Tocantins,6159.24,Ensino Superior,0,Solteiro,Tecnologia
38,11/11/1985,Rondônia,8606.25,Ensino Médio,0,Casado,Tecnologia
43,01/09/1980,Ceará,4961.7,Ensino Fundamental,0,Solteiro,Educação
46,30/11/1977,Santa Catarina,8766.34,Ensino Médio,0,Casado,Indústria
50,10/02/1974,Espírito Santo,7125.94,Ensino Médio,2,Casado,Tecnologia
32,28/05/1991,Rio de Janeiro,6163.74,Ensino Médio,0,Casado,Tecnologia
48,03/05/1975,Piauí,9290.03,Ensino Médio,0,Solteiro,Educação
22,18/04/2001,Pernambuco,4256.92,Ensino Médio,2,Casado,Educação
33,29/08/1990,Rondônia,7672.93,Ensino Médio,1,Casado,Educação
28,18/12/1995,Paraná,8641.79,Ensino Médio,1,Divorciado,Tecnologia
26,23/11/1997,Rondônia,3697.29,Ensino Fundamental,0,Solteiro,Saúde
29,12/11/1994,Mato Grosso do Sul,5059.9,Ensino Médio,1,Casado,Indústria
63,01/06/1960,Mato Grosso do Sul,16956.87,Ensino Superior,2,Solteiro,Saúde
22,07/04/2002,Espírito Santo,5961.28,Ensino Médio,1,Casado,Comércio
40,09/01/1984,Bahia,5315.94,Ensino Fundamental,0,Casado,Saúde
38,12/10/1985,Rio Grande do Sul,5970.73,Ensino Médio,0,Casado,Educação
47,17/08/1976,Pará,10973.25,Ensino Superior,1,Casado,Educação
56,10/06/1967,Acre,15761.49,Ensino Superior,1,Solteiro,Comércio
53,19/10/1970,Mato Grosso do Sul,7209.71,Ensino Médio,2,Solteiro,Educação
55,28/02/1969,Roraima,14076.64,Ensino Médio,0,Solteiro,Saúde
35,12/12/1988,Minas Gerais,8205.12,Ensino Superior,2,Solteiro,Educação
29,08/04/1995,Rio de Janeiro,3877.7,Ensino Fundamental,1,Solteiro,Educação
67,14/06/1956,Bahia,5060.23,Ensino Médio,0,Viúvo,Tecnologia
63,16/01/1961,Santa Catarina,9650.26,Ensino Médio,0,Casado,Tecnologia
31,21/10/1992,Tocantins,5379.26,Ensino Médio,0,Casado,Educação
47,20/05/1976,Roraima,5521.34,Ensino Fundamental,0,Solteiro,Tecnologia
56,15/03/1968,São Paulo,6623.89,Ensino Médio,0,Solteiro,Educação
21,04/01/2003,Rio Grande do Norte,5006.68,Ensino Médio,1,Casado,Indústria
25,02/08/1998,Maranhão,3726.61,Ensino Fundamental,1,Casado,Saúde
79,17/07/1944,Paraíba,8167.96,Ensino Superior,2,Casado,Educação
26,16/04/1997,Alagoas,3244.68,Ensino Médio,4,Viúvo,Educação
47,27/02/1977,Mato Grosso do Sul,6942.25,Ensino Médio,1,Casado,Saúde
65,13/04/1958,Goiás,9482.32,Ensino Superior,0,Casado,Indústria
44,02/04/1980,Pará,4713.58,Ensino Fundamental,1,Casado,Educação
41,10/02/1983,Sergipe,3526.47,Ensino Médio,0,Casado,Educação
43,12/09/1980,São Paulo,6400.2,Ensino Médio,2,Casado,Educação
75,07/11/1948,Amapá,19823.92,Ensino Médio,2,Casado,Tecnologia
32,20/12/1991,Pará,5641.35,Ensino Médio,0,Casado,Comércio
52,18/08/1971,Pará,10577.52,Ensino Médio,0,Casado,Comércio
81,13/07/1942,Maranhão,6477.48,Pós-graduação,2,Casado,Educação
43,15/07/1980,Piauí,8442.13,Ensino Médio,0,Divorciado,Saúde
45,08/12/1978,Espírito Santo,3364.3,Ensino Fundamental,0,Casado,Educação
31,15/07/1992,Ceará,2700.12,Ensino Fundamental,0,Solteiro,Indústria
30,15/06/1993,Acre,6914.47,Ensino Superior,0,Casado,Comércio
47,08/05/1976,Ceará,7276.96,Ensino Médio,1,Solteiro,Indústria
27,25/09/1996,Santa Catarina,5508.26,Ensino Médio,2,Solteiro,Saúde
42,22/01/1982,Paraná,5836.36,Ensino Médio,0,Solteiro,Comércio
49,21/06/1974,Pará,9251.15,Ensino Médio,1,Casado,Educação
50,09/03/1974,Rio de Janeiro,8964.67,Ensino Superior,0,Casado,Comércio
64,17/12/1959,São Paulo,11099.92,Ensino Médio,1,Viúvo,Tecnologia
40,17/07/1983,Amapá,7809.06,Ensino Superior,0,Solteiro,Saúde
20,07/02/2004,Roraima,2524.78,Ensino Médio,1,Casado,Comércio
25,07/11/1998,Piauí,3783.56,Ensino Fundamental,1,Casado,Indústria
84,30/10/1939,Amazonas,20672.86,Ensino Médio,0,Divorciado,Tecnologia
31,19/08/1992,Mato Grosso do Sul,4553.16,Ensino Médio,1,Solteiro,Saúde
37,10/11/1986,Sergipe,4746.5,Ensino Médio,3,Solteiro,Educação
20,20/05/2003,Sergipe,6354.5,Ensino Médio,2,Casado,Comércio
38,19/01/1986,Amapá,5234.32,Ensino Superior,2,Casado,Saúde
54,20/01/1970,São Paulo,13607.39,Pós-graduação,0,Solteiro,Indústria
52,20/09/1971,Sergipe,7545.99,Ensino Médio,3,Casado,Indústria
23,30/08/2000,Santa Catarina,3873.3,Ensino Superior,0,Solteiro,Educação
20,24/11/2003,Paraíba,7357.12,Ensino Médio,0,Solteiro,Saúde
47,14/04/1976,Rio de Janeiro,4141.95,Ensino Médio,0,Casado,Saúde
33,21/05/1990,Alagoas,3008.4,Ensino Fundamental,0,Casado,Indústria
49,04/08/1974,Mato Grosso do Sul,15668.02,Ensino Superior,4,Solteiro,Tecnologia
48,21/01/1976,Mato Grosso do Sul,3756.1,Ensino Fundamental,1,Casado,Educação
65,23/11/1958,Roraima,6152.62,Ensino Fundamental,0,Solteiro,Educação
20,17/12/2003,Espírito Santo,4483.38,Ensino Médio,0,Casado,Tecnologia
33,08/11/1990,Maranhão,10165.93,Pós-graduação,3,Casado,Saúde
47,22/11/1976,Alagoas,11535.65,Ensino Superior,1,Casado,Indústria
23,11/07/2000,Santa Catarina,5940.98,Ensino Médio,2,Solteiro,Educação
23,05/02/2001,Roraima,1594.87,Ensino Fundamental,1,Casado,Comércio
33,13/12/1990,Rio de Janeiro,5492.96,Ensino Médio,0,Casado,Saúde
42,08/02/1982,Rondônia,4658.25,Ensino Superior,3,Casado,Saúde
36,05/04/1988,Paraíba,3022.78,Ensino Fundamental,1,Solteiro,Educação
48,08/10/1975,Ceará,10412.33,Ensino Médio,1,Casado,Tecnologia
27,15/12/1996,Paraíba,15289.88,Pós-graduação,1,Solteiro,Tecnologia
19,29/08/2004,Roraima,2189.08,Ensino Médio,1,Casado,Educação
28,15/09/1995,Maranhão,8174.9,Ensino Superior,1,Solteiro,Indústria
21,26/03/2003,Piauí,3872.78,Ensino Médio,0,Solteiro,Tecnologia
43,23/11/1980,Rio Grande do Sul,5424.34,Ensino Médio,1,Casado,Educação
43,22/11/1980,Acre,5623.37,Ensino Médio,3,Solteiro,Educação
43,31/05/1980,Paraíba,4790.26,Ensino Fundamental,4,Casado,Comércio
29,05/11/1994,Maranhão,7076.35,Ensino Médio,1,Casado,Indústria
22,05/01/2002,Amazonas,2991.34,Ensino Médio,0,Solteiro,Saúde
28,01/01/1996,Rio de Janeiro,5387.11,Ensino Superior,2,Solteiro,Comércio
23,29/08/2000,Ceará,5585.58,Ensino Superior,2,Solteiro,Comércio
57,05/05/1966,Santa Catarina,11054.57,Ensino Médio,0,Casado,Saúde
45,04/07/1978,Minas Gerais,4630.47,Ensino Fundamental,0,Solteiro,Indústria
41,21/11/1982,Rio Grande do Sul,7296.61,Ensino Superior,1,Casado,Educação
53,31/01/1971,São Paulo,10071.44,Ensino Médio,0,Solteiro,Comércio
43,03/02/1981,Piauí,4891.14,Ensino Médio,0,Casado,Educação
63,24/04/1960,Rio Grande do Sul,7023.09,Ensino Fundamental,1,Divorciado,Comércio
65,22/04/1958,Rio Grande do Norte,18431.02,Pós-graduação,0,Casado,Comércio
51,08/04/1973,Rio de Janeiro,8817.83,Ensino Superior,4,Solteiro,Comércio
49,14/12/1974,Maranhão,12381.18,Ensino Superior,3,Divorciado,Indústria
71,25/06/1952,Rio Grande do Sul,3508.97,Ensino Médio,1,Casado,Tecnologia
47,25/11/1976,Mato Grosso,5429.18,Ensino Médio,1,Solteiro,Indústria
34,05/03/1990,Paraná,7610.49,Ensino Superior,0,Casado,Educação
55,28/05/1968,Goiás,6241.22,Ensino Superior,0,Solteiro,Indústria
51,06/08/1972,Minas Gerais,2523.71,Ensino Fundamental,1,Casado,Educação
40,10/09/1983,Pernambuco,7323.74,Ensino Médio,0,Solteiro,Educação
34,07/06/1989,Tocantins,6626.91,Ensino Médio,0,Casado,Saúde
60,26/02/1964,Goiás,8221.82,Ensino Fundamental,0,Casado,Tecnologia
